"County","FIPS","Year","Occupation","Business Type","Measure Type","Variable","Value"
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Total","Number","Margins of Error",562
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.6
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",3.5
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",1.5
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Government","Percent","Employment",5.9
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Government","Percent","Margins of Error",2
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Private, Profit","Percent","Employment",87.8
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2.8
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",1.8
"Tolland County","09013","2013-2017","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",0.9
"Windham County","09015","2006-2010","All","Total","Number","Employment",59578
"Windham County","09015","2006-2010","All","Total","Number","Margins of Error",878
"Windham County","09015","2006-2010","All","Self-Employed, Incorporated","Percent","Employment",2.7
"Windham County","09015","2006-2010","All","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Windham County","09015","2006-2010","All","Self-Employed, Not Incorporated","Percent","Employment",5.7
"Windham County","09015","2006-2010","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.6
"Windham County","09015","2006-2010","All","Government","Percent","Employment",17.7
"Windham County","09015","2006-2010","All","Government","Percent","Margins of Error",1.3
"Windham County","09015","2006-2010","All","Private, Profit","Percent","Employment",64.1
"Windham County","09015","2006-2010","All","Private, Profit","Percent","Margins of Error",1.5
"Windham County","09015","2006-2010","All","Private, Not-for-profit","Percent","Employment",9.8
"Windham County","09015","2006-2010","All","Private, Not-for-profit","Percent","Margins of Error",0.9
"Windham County","09015","2006-2010","Management, business, science, and arts","Total","Number","Employment",17378
"Windham County","09015","2006-2010","Management, business, science, and arts","Total","Number","Margins of Error",814
"Windham County","09015","2006-2010","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",2.6
"Windham County","09015","2006-2010","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.6
"Windham County","09015","2006-2010","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",5.9
"Windham County","09015","2006-2010","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",1.1
"Windham County","09015","2006-2010","Management, business, science, and arts","Government","Percent","Employment",29.2
"Windham County","09015","2006-2010","Management, business, science, and arts","Government","Percent","Margins of Error",2.4
"Windham County","09015","2006-2010","Management, business, science, and arts","Private, Profit","Percent","Employment",46.1
"Windham County","09015","2006-2010","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",2.5
"Windham County","09015","2006-2010","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",16.2
"Windham County","09015","2006-2010","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",1.8
"Windham County","09015","2006-2010","Service","Total","Number","Employment",11830
"Windham County","09015","2006-2010","Service","Total","Number","Margins of Error",725
"Windham County","09015","2006-2010","Service","Self-Employed, Incorporated","Percent","Employment",1
"Windham County","09015","2006-2010","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Windham County","09015","2006-2010","Service","Self-Employed, Not Incorporated","Percent","Employment",5.7
"Windham County","09015","2006-2010","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",1.5
"Windham County","09015","2006-2010","Service","Government","Percent","Employment",22.4
"Windham County","09015","2006-2010","Service","Government","Percent","Margins of Error",3.1
"Windham County","09015","2006-2010","Service","Private, Profit","Percent","Employment",58.3
"Windham County","09015","2006-2010","Service","Private, Profit","Percent","Margins of Error",3.2
"Windham County","09015","2006-2010","Service","Private, Not-for-profit","Percent","Employment",12.6
"Windham County","09015","2006-2010","Service","Private, Not-for-profit","Percent","Margins of Error",2
"Windham County","09015","2006-2010","Sales and office","Total","Number","Employment",14152
"Windham County","09015","2006-2010","Sales and office","Total","Number","Margins of Error",801
"Windham County","09015","2006-2010","Sales and office","Self-Employed, Incorporated","Percent","Employment",2.9
"Windham County","09015","2006-2010","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Windham County","09015","2006-2010","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",3.4
"Windham County","09015","2006-2010","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.8
"Windham County","09015","2006-2010","Sales and office","Government","Percent","Employment",12.9
"Windham County","09015","2006-2010","Sales and office","Government","Percent","Margins of Error",1.9
"Windham County","09015","2006-2010","Sales and office","Private, Profit","Percent","Employment",73.2
"Windham County","09015","2006-2010","Sales and office","Private, Profit","Percent","Margins of Error",2.3
"Windham County","09015","2006-2010","Sales and office","Private, Not-for-profit","Percent","Employment",7.6
"Windham County","09015","2006-2010","Sales and office","Private, Not-for-profit","Percent","Margins of Error",1.4
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Total","Number","Employment",6565
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Total","Number","Margins of Error",526
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",6
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",2.1
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",14.7
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",2.7
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Government","Percent","Employment",9.1
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",2.2
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",66.5
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",3.5
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",3.7
"Windham County","09015","2006-2010","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",1.5
"Windham County","09015","2006-2010","Production, transportation, and material moving","Total","Number","Employment",9653
"Windham County","09015","2006-2010","Production, transportation, and material moving","Total","Number","Margins of Error",782
"Windham County","09015","2006-2010","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",2.4
"Windham County","09015","2006-2010","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",1
"Windham County","09015","2006-2010","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2.5
"Windham County","09015","2006-2010","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.9
"Windham County","09015","2006-2010","Production, transportation, and material moving","Government","Percent","Employment",4
"Windham County","09015","2006-2010","Production, transportation, and material moving","Government","Percent","Margins of Error",1.4
"Windham County","09015","2006-2010","Production, transportation, and material moving","Private, Profit","Percent","Employment",88.5
"Windham County","09015","2006-2010","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2.1
"Windham County","09015","2006-2010","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",2.6
"Windham County","09015","2006-2010","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",1.2
"Windham County","09015","2007-2011","All","Total","Number","Employment",58946
"Windham County","09015","2007-2011","All","Total","Number","Margins of Error",946
"Windham County","09015","2007-2011","All","Self-Employed, Incorporated","Percent","Employment",2.9
"Windham County","09015","2007-2011","All","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Windham County","09015","2007-2011","All","Self-Employed, Not Incorporated","Percent","Employment",5.8
"Windham County","09015","2007-2011","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.6
"Windham County","09015","2007-2011","All","Government","Percent","Employment",17.9
"Windham County","09015","2007-2011","All","Government","Percent","Margins of Error",1.1
"Windham County","09015","2007-2011","All","Private, Profit","Percent","Employment",63.6
"Windham County","09015","2007-2011","All","Private, Profit","Percent","Margins of Error",1.3
"Windham County","09015","2007-2011","All","Private, Not-for-profit","Percent","Employment",9.9
"Windham County","09015","2007-2011","All","Private, Not-for-profit","Percent","Margins of Error",0.9
"Windham County","09015","2007-2011","Management, business, science, and arts","Total","Number","Employment",17922
"Windham County","09015","2007-2011","Management, business, science, and arts","Total","Number","Margins of Error",821
"Windham County","09015","2007-2011","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.1
"Windham County","09015","2007-2011","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Windham County","09015","2007-2011","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",5.7
"Windham County","09015","2007-2011","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",1
"Windham County","09015","2007-2011","Management, business, science, and arts","Government","Percent","Employment",28.6
"Windham County","09015","2007-2011","Management, business, science, and arts","Government","Percent","Margins of Error",2.3
"Windham County","09015","2007-2011","Management, business, science, and arts","Private, Profit","Percent","Employment",45.9
"Windham County","09015","2007-2011","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",2.4
"Windham County","09015","2007-2011","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",16.7
"Windham County","09015","2007-2011","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",1.9
"Windham County","09015","2007-2011","Service","Total","Number","Employment",11780
"Windham County","09015","2007-2011","Service","Total","Number","Margins of Error",699
"Windham County","09015","2007-2011","Service","Self-Employed, Incorporated","Percent","Employment",1.6
"Windham County","09015","2007-2011","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Windham County","09015","2007-2011","Service","Self-Employed, Not Incorporated","Percent","Employment",7.2
"Windham County","09015","2007-2011","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",1.8
"Windham County","09015","2007-2011","Service","Government","Percent","Employment",22.4
"Windham County","09015","2007-2011","Service","Government","Percent","Margins of Error",2.8
"Windham County","09015","2007-2011","Service","Private, Profit","Percent","Employment",57.4
"Windham County","09015","2007-2011","Service","Private, Profit","Percent","Margins of Error",3.5
"Windham County","09015","2007-2011","Service","Private, Not-for-profit","Percent","Employment",11.4
"Windham County","09015","2007-2011","Service","Private, Not-for-profit","Percent","Margins of Error",2
"Windham County","09015","2007-2011","Sales and office","Total","Number","Employment",13665
"Windham County","09015","2007-2011","Sales and office","Total","Number","Margins of Error",735
"Windham County","09015","2007-2011","Sales and office","Self-Employed, Incorporated","Percent","Employment",2.8
"Windham County","09015","2007-2011","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Windham County","09015","2007-2011","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.2
"Windham County","09015","2007-2011","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",1.2
"Windham County","09015","2007-2011","Sales and office","Government","Percent","Employment",12.7
"Windham County","09015","2007-2011","Sales and office","Government","Percent","Margins of Error",1.7
"Windham County","09015","2007-2011","Sales and office","Private, Profit","Percent","Employment",72.5
"Windham County","09015","2007-2011","Sales and office","Private, Profit","Percent","Margins of Error",2.5
"Windham County","09015","2007-2011","Sales and office","Private, Not-for-profit","Percent","Employment",7.7
"Windham County","09015","2007-2011","Sales and office","Private, Not-for-profit","Percent","Margins of Error",1.4
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Total","Number","Employment",6162
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Total","Number","Margins of Error",469
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",5.4
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",2.1
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",12.5
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",3.1
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Government","Percent","Employment",9.4
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",2.4
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",69.6
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",4.4
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",3
"Windham County","09015","2007-2011","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",1.5
"Windham County","09015","2007-2011","Production, transportation, and material moving","Total","Number","Employment",9417
"Windham County","09015","2007-2011","Production, transportation, and material moving","Total","Number","Margins of Error",668
"Windham County","09015","2007-2011","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",2.4
"Windham County","09015","2007-2011","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",1
"Windham County","09015","2007-2011","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2
"Windham County","09015","2007-2011","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.8
"Windham County","09015","2007-2011","Production, transportation, and material moving","Government","Percent","Employment",5.1
"Windham County","09015","2007-2011","Production, transportation, and material moving","Government","Percent","Margins of Error",1.6
"Windham County","09015","2007-2011","Production, transportation, and material moving","Private, Profit","Percent","Employment",87.9
"Windham County","09015","2007-2011","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2.3
"Windham County","09015","2007-2011","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",2.7
"Windham County","09015","2007-2011","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",1.2
"Windham County","09015","2008-2012","All","Total","Number","Employment",58181
"Windham County","09015","2008-2012","All","Total","Number","Margins of Error",1018
"Windham County","09015","2008-2012","All","Self-Employed, Incorporated","Percent","Employment",2.8
"Windham County","09015","2008-2012","All","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Windham County","09015","2008-2012","All","Self-Employed, Not Incorporated","Percent","Employment",6.1
"Windham County","09015","2008-2012","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.7
"Windham County","09015","2008-2012","All","Government","Percent","Employment",18.1
"Windham County","09015","2008-2012","All","Government","Percent","Margins of Error",1
"Windham County","09015","2008-2012","All","Private, Profit","Percent","Employment",63
"Windham County","09015","2008-2012","All","Private, Profit","Percent","Margins of Error",1.4
"Windham County","09015","2008-2012","All","Private, Not-for-profit","Percent","Employment",10
"Windham County","09015","2008-2012","All","Private, Not-for-profit","Percent","Margins of Error",0.8
"Windham County","09015","2008-2012","Management, business, science, and arts","Total","Number","Employment",17472
"Windham County","09015","2008-2012","Management, business, science, and arts","Total","Number","Margins of Error",844
"Windham County","09015","2008-2012","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.5
"Windham County","09015","2008-2012","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",1
"Windham County","09015","2008-2012","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",6.2
"Windham County","09015","2008-2012","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",1.1
"Windham County","09015","2008-2012","Management, business, science, and arts","Government","Percent","Employment",28.6
"Windham County","09015","2008-2012","Management, business, science, and arts","Government","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Management, business, science, and arts","Private, Profit","Percent","Employment",45
"Windham County","09015","2008-2012","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",2.6
"Windham County","09015","2008-2012","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",16.6
"Windham County","09015","2008-2012","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",1.8
"Windham County","09015","2008-2012","Service","Total","Number","Employment",11875
"Windham County","09015","2008-2012","Service","Total","Number","Margins of Error",773
"Windham County","09015","2008-2012","Service","Self-Employed, Incorporated","Percent","Employment",1.8
"Windham County","09015","2008-2012","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Windham County","09015","2008-2012","Service","Self-Employed, Not Incorporated","Percent","Employment",7
"Windham County","09015","2008-2012","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",1.6
"Windham County","09015","2008-2012","Service","Government","Percent","Employment",22.2
"Windham County","09015","2008-2012","Service","Government","Percent","Margins of Error",2.9
"Windham County","09015","2008-2012","Service","Private, Profit","Percent","Employment",56.7
"Windham County","09015","2008-2012","Service","Private, Profit","Percent","Margins of Error",3.3
"Windham County","09015","2008-2012","Service","Private, Not-for-profit","Percent","Employment",12.3
"Windham County","09015","2008-2012","Service","Private, Not-for-profit","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Sales and office","Total","Number","Employment",13882
"Windham County","09015","2008-2012","Sales and office","Total","Number","Margins of Error",710
"Windham County","09015","2008-2012","Sales and office","Self-Employed, Incorporated","Percent","Employment",1.8
"Windham County","09015","2008-2012","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Windham County","09015","2008-2012","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.7
"Windham County","09015","2008-2012","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",1.3
"Windham County","09015","2008-2012","Sales and office","Government","Percent","Employment",11.7
"Windham County","09015","2008-2012","Sales and office","Government","Percent","Margins of Error",1.6
"Windham County","09015","2008-2012","Sales and office","Private, Profit","Percent","Employment",74.8
"Windham County","09015","2008-2012","Sales and office","Private, Profit","Percent","Margins of Error",2.2
"Windham County","09015","2008-2012","Sales and office","Private, Not-for-profit","Percent","Employment",6.9
"Windham County","09015","2008-2012","Sales and office","Private, Not-for-profit","Percent","Margins of Error",1.3
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Total","Number","Employment",5931
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Total","Number","Margins of Error",510
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",5.5
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",2.2
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",13.3
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",3
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Government","Percent","Employment",12
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",3.2
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",64.4
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",5
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",4.9
"Windham County","09015","2008-2012","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",3.9
"Windham County","09015","2008-2012","Production, transportation, and material moving","Total","Number","Employment",9021
"Windham County","09015","2008-2012","Production, transportation, and material moving","Total","Number","Margins of Error",715
"Windham County","09015","2008-2012","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",2.5
"Windham County","09015","2008-2012","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",1.5
"Windham County","09015","2008-2012","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2
"Windham County","09015","2008-2012","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.8
"Windham County","09015","2008-2012","Production, transportation, and material moving","Government","Percent","Employment",6
"Windham County","09015","2008-2012","Production, transportation, and material moving","Government","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Production, transportation, and material moving","Private, Profit","Percent","Employment",86.9
"Windham County","09015","2008-2012","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2.4
"Windham County","09015","2008-2012","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",2.6
"Windham County","09015","2008-2012","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",1.2
"Windham County","09015","2009-2013","All","Total","Number","Employment",58090
"Windham County","09015","2009-2013","All","Total","Number","Margins of Error",937
"Windham County","09015","2009-2013","All","Self-Employed, Incorporated","Percent","Employment",2.6
"Windham County","09015","2009-2013","All","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Windham County","09015","2009-2013","All","Self-Employed, Not Incorporated","Percent","Employment",6.4
"Windham County","09015","2009-2013","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.6
"Windham County","09015","2009-2013","All","Government","Percent","Employment",16.9
"Windham County","09015","2009-2013","All","Government","Percent","Margins of Error",1
"Windham County","09015","2009-2013","All","Private, Profit","Percent","Employment",63.6
"Windham County","09015","2009-2013","All","Private, Profit","Percent","Margins of Error",1.4
"Windham County","09015","2009-2013","All","Private, Not-for-profit","Percent","Employment",10.5
"Windham County","09015","2009-2013","All","Private, Not-for-profit","Percent","Margins of Error",1.1
"Windham County","09015","2009-2013","Management, business, science, and arts","Total","Number","Employment",17756
"Windham County","09015","2009-2013","Management, business, science, and arts","Total","Number","Margins of Error",854
"Windham County","09015","2009-2013","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.6
"Windham County","09015","2009-2013","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Windham County","09015","2009-2013","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",6.4
"Windham County","09015","2009-2013","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",1.2
"Windham County","09015","2009-2013","Management, business, science, and arts","Government","Percent","Employment",27.2
"Windham County","09015","2009-2013","Management, business, science, and arts","Government","Percent","Margins of Error",2
"Windham County","09015","2009-2013","Management, business, science, and arts","Private, Profit","Percent","Employment",45.2
"Windham County","09015","2009-2013","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",2.5
"Windham County","09015","2009-2013","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",17.5
"Windham County","09015","2009-2013","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",2.1
"Windham County","09015","2009-2013","Service","Total","Number","Employment",11969
"Windham County","09015","2009-2013","Service","Total","Number","Margins of Error",705
"Windham County","09015","2009-2013","Service","Self-Employed, Incorporated","Percent","Employment",2
"Windham County","09015","2009-2013","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Windham County","09015","2009-2013","Service","Self-Employed, Not Incorporated","Percent","Employment",8.8
"Windham County","09015","2009-2013","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",2
"Windham County","09015","2009-2013","Service","Government","Percent","Employment",18.3
"Windham County","09015","2009-2013","Service","Government","Percent","Margins of Error",2.4
"Windham County","09015","2009-2013","Service","Private, Profit","Percent","Employment",58.6
"Windham County","09015","2009-2013","Service","Private, Profit","Percent","Margins of Error",3
"Windham County","09015","2009-2013","Service","Private, Not-for-profit","Percent","Employment",12.2
"Windham County","09015","2009-2013","Service","Private, Not-for-profit","Percent","Margins of Error",2.2
"Windham County","09015","2009-2013","Sales and office","Total","Number","Employment",13915
"Windham County","09015","2009-2013","Sales and office","Total","Number","Margins of Error",796
"Windham County","09015","2009-2013","Sales and office","Self-Employed, Incorporated","Percent","Employment",1.5
"Windham County","09015","2009-2013","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Windham County","09015","2009-2013","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.5
"Windham County","09015","2009-2013","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",1.3
"Windham County","09015","2009-2013","Sales and office","Government","Percent","Employment",11.3
"Windham County","09015","2009-2013","Sales and office","Government","Percent","Margins of Error",1.8
"Windham County","09015","2009-2013","Sales and office","Private, Profit","Percent","Employment",75.1
"Windham County","09015","2009-2013","Sales and office","Private, Profit","Percent","Margins of Error",2.4
"Windham County","09015","2009-2013","Sales and office","Private, Not-for-profit","Percent","Employment",7.6
"Windham County","09015","2009-2013","Sales and office","Private, Not-for-profit","Percent","Margins of Error",1.4
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Total","Number","Employment",5865
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Total","Number","Margins of Error",540
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",5.1
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",2.2
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",12.8
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",3
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Government","Percent","Employment",12.4
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",2.9
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",65.1
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",4.5
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",4.6
"Windham County","09015","2009-2013","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",4.8
"Windham County","09015","2009-2013","Production, transportation, and material moving","Total","Number","Employment",8585
"Windham County","09015","2009-2013","Production, transportation, and material moving","Total","Number","Margins of Error",746
"Windham County","09015","2009-2013","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.6
"Windham County","09015","2009-2013","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Windham County","09015","2009-2013","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",1.9
"Windham County","09015","2009-2013","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.7
"Windham County","09015","2009-2013","Production, transportation, and material moving","Government","Percent","Employment",5.7
"Windham County","09015","2009-2013","Production, transportation, and material moving","Government","Percent","Margins of Error",1.8
"Windham County","09015","2009-2013","Production, transportation, and material moving","Private, Profit","Percent","Employment",88.5
"Windham County","09015","2009-2013","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2.4
"Windham County","09015","2009-2013","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",2.3
"Windham County","09015","2009-2013","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",1.1
"Windham County","09015","2010-2014","All","Total","Number","Employment",58328
"Windham County","09015","2010-2014","All","Total","Number","Margins of Error",941
"Windham County","09015","2010-2014","All","Self-Employed, Incorporated","Percent","Employment",2.5
"Windham County","09015","2010-2014","All","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Windham County","09015","2010-2014","All","Self-Employed, Not Incorporated","Percent","Employment",6.2
"Windham County","09015","2010-2014","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.7
"Windham County","09015","2010-2014","All","Government","Percent","Employment",16.6
"Windham County","09015","2010-2014","All","Government","Percent","Margins of Error",1.1
"Windham County","09015","2010-2014","All","Private, Profit","Percent","Employment",64.1
"Windham County","09015","2010-2014","All","Private, Profit","Percent","Margins of Error",1.6
"Windham County","09015","2010-2014","All","Private, Not-for-profit","Percent","Employment",10.7
"Windham County","09015","2010-2014","All","Private, Not-for-profit","Percent","Margins of Error",1.2
"Windham County","09015","2010-2014","Management, business, science, and arts","Total","Number","Employment",18718
